Animal's Name,License Issue Date,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
Arya,2016-10-26T00:00:00.000,,Domestic Shorthair,,Cat,98102
Henni,2016-10-26T00:00:00.000,,"Poodle, Standard",,Dog,98177
Sargent,2016-10-26T00:00:00.000,,Dutch Smoushond,,Dog,98115
Charlotte,2016-10-26T00:00:00.000,,Rhodesian Ridgeback,,Dog,98112
Odin,2016-10-26T00:00:00.000,,Rhodesian Ridgeback,,Dog,98112
Katie,2016-10-26T00:00:00.000,,"Terrier, Parson Russell","Chihuahua, Short Coat",Dog,98107
Koopa,2016-10-26T00:00:00.000,,American Shorthair,,Cat,98117
Peach,2016-10-26T00:00:00.000,,American Shorthair,,Cat,98117
Rollo,2016-10-27T00:00:00.000,,"Chihuahua, Short Coat","Terrier, Yorkshire",Dog,98144
Bolden,2016-10-27T00:00:00.000,,"Poodle, Standard","Retriever, Golden",Dog,98119
Sophie,2016-10-27T00:00:00.000,,Shih Tzu,"Terrier, Yorkshire",Dog,98108
Buddy,2016-10-27T00:00:00.000,,Domestic Shorthair,Mix,Cat,98134
Ginger,2016-10-27T00:00:00.000,,"Poodle, Miniature",Mix,Dog, 
Oliver,2016-10-27T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98199
Lucy,2016-11-19T00:00:00.000,,Domestic Shorthair,Mix,Cat,98102
Ollie,2016-10-27T00:00:00.000,,"Bulldog, English",Mix,Dog,98199
Aubie,2016-10-27T00:00:00.000,,"Terrier, Jack Russell","Dachshund, Miniature Smooth Haired",Dog,98101
Halston,2016-10-27T00:00:00.000,,Domestic Longhair,,Cat,98101
Luka,2016-10-27T00:00:00.000,,Shiba Inu,,Dog,98101
Hobbes,2016-10-27T00:00:00.000,,Maltese,"Poodle, Toy",Dog,98102
Cadence,2016-10-27T00:00:00.000,,English Mastiff,,Dog,98115
Pancake,2016-10-27T00:00:00.000,,Domestic Shorthair,,Cat,98121
Justin,2016-10-27T00:00:00.000,,Domestic Shorthair,,Cat,98122
Echo,2016-10-27T00:00:00.000,,"Retriever, Labrador","Retriever, Labrador",Dog,98144
Pippin,2016-10-27T00:00:00.000,,"Terrier, Jack Russell","Chihuahua, Long Coat",Dog,98125
Max,2016-10-27T00:00:00.000,,"Retriever, Labrador",,Dog,98103
Charlie,2016-10-27T00:00:00.000,,"Poodle, Miniature",Spaniel,Dog,98119
Buzz,2016-10-27T00:00:00.000,,"Dachshund, Standard Wire Haired",Papillon,Dog,98121
Joplin,2016-10-27T00:00:00.000,,Retriever,"Poodle, Standard",Dog,98144
Scout,2016-10-27T00:00:00.000,,"Welsh Corgi, Pembroke",,Dog,98136
Maddie,2016-10-27T00:00:00.000,,Domestic Medium Hair,,Cat,98126
Dutch,2016-10-27T00:00:00.000,,"Terrier, American Pit Bull",,Dog,98118
Maggie,2016-10-27T00:00:00.000,,"Terrier, American Staffordshire",,Dog,98118
Max,2016-10-27T00:00:00.000,,"Chihuahua, Short Coat","Terrier, Jack Russell",Dog,98118
Oscar,2016-10-27T00:00:00.000,,"Terrier, Rat",Papillon,Dog,98136
Winnie,2016-10-27T00:00:00.000,,"Retriever, Golden",,Dog,98136
Ollie,2016-10-27T00:00:00.000,,Asian Shorthair,,Cat,98107
Hunter,2016-10-27T00:00:00.000,,Belgian Malinois,"Coonhound, American English",Dog,98122
Phoebe,2016-10-27T00:00:00.000,,Domestic Shorthair,Snowshoe,Cat,98125
Abbi,2016-10-27T00:00:00.000,,"Retriever, Labrador",,Dog,98109
Mango,2016-10-27T00:00:00.000,,"Terrier, American Pit Bull",,Dog,98126
Luna,2016-10-27T00:00:00.000,,"Retriever, Labrador","Poodle, Miniature",Dog,98144
Toto,2016-10-27T00:00:00.000,,"Schnauzer, Standard",Mix,Dog,98107
Bella,2016-10-28T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98104
Tip Tip,2016-10-03T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98105
Yoda,2016-10-04T00:00:00.000,,Exotic Shorthair,Mix,Cat,98105
Diesel,2016-10-28T00:00:00.000,,American Shorthair,Mix,Cat,98125
Eye-Eye,2016-10-28T00:00:00.000,,"Terrier, Boston",,Dog,98103
,2016-10-02T00:00:00.000,,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",Dog,98136
Piper,2016-10-19T00:00:00.000,,"Spaniel, English Cocker","Poodle, Standard",Dog,98136
Opal,2016-10-28T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98117
Riggins,2016-10-17T00:00:00.000,,Border Collie,Mix,Dog,98117
She She,2016-10-28T00:00:00.000,,American Curl,Domestic Longhair,Cat,98103
Diva,2016-10-28T00:00:00.000,,American Curl,Domestic Longhair,Cat,98103
Kleo,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Buddy,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Rudy,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Tidbit,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Slinky,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Din Din,2016-10-28T00:00:00.000,,"Terrier, American Pit Bull",Mix,Dog,
Bisquit,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98103
Vito,2016-10-28T00:00:00.000,,Pomeranian,Mix,Dog,98109
Puma,2016-10-28T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98136
Festus,2016-10-28T00:00:00.000,,"Terrier, Australian",Mix,Dog,98119
Sally,2016-10-28T00:00:00.000,,"Bulldog, French",Mix,Dog,98119
Daisy,2016-10-22T00:00:00.000,,Boxer,Mix,Dog,98101
Sachiko,2016-10-28T00:00:00.000,,Shiba Inu,Mix,Dog,98109
Ricki,2016-10-28T00:00:00.000,,Devon Rex,Mix,Cat,98178
Mac,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98107
Zoe,2016-10-28T00:00:00.000,,Domestic Shorthair,Mix,Cat,98107
Levon Porkchop,2016-10-28T00:00:00.000,,Shiba Inu,Mix,Dog,98105
Lady Goodman,2016-10-28T00:00:00.000,,Bloodhound,Mix,Dog,98105
Otto,2016-10-29T00:00:00.000,,Terrier,Mix,Dog,98115
Quexi vom Kraftwerk Martinez,2016-10-28T00:00:00.000,,German Shepherd,,Dog,98118
Pepe,2016-10-28T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98103
Max,2016-10-28T00:00:00.000,,Mix,,Cat,98107
Pepita,2016-10-28T00:00:00.000,,Pug,,Dog,98118
Emi,2016-10-28T00:00:00.000,,Akita,,Dog,98119
Izzie,2016-10-28T00:00:00.000,,"Poodle, Miniature","Terrier, Fox, Wire",Dog,98136
Liberty Belle,2016-10-28T00:00:00.000,,Chow Chow,,Dog,98121
Bailey,2016-10-28T00:00:00.000,,Terrier,,Dog,98125
Dakota,2016-10-28T00:00:00.000,,Hound,,Dog,98125
Duncan,2016-10-28T00:00:00.000,,German Shepherd,"Dachshund, Standard Smooth Haired",Dog,98125
Bowie,2016-10-28T00:00:00.000,,"Retriever, Curly Coated","Poodle, Standard",Dog,98122
Bianca,2016-10-28T00:00:00.000,,"Terrier, West Highland White",Havanese,Dog,98107
Gunther,2016-10-28T00:00:00.000,,"Vizsla, Smooth Haired",,Dog,98133
Paddington,2016-10-28T00:00:00.000,,Mix,Shepherd,Dog,98112
Timothy,2016-10-28T00:00:00.000,,Shih Tzu,,Dog,98126
Owl,2016-10-28T00:00:00.000,,Siamese,,Cat,98106
Charlie,2016-10-28T00:00:00.000,,"Retriever, Golden",,Dog,98102
Quest,2016-10-28T00:00:00.000,,"Retriever, Golden",,Dog,98103
Mike,2016-10-28T00:00:00.000,,American Shorthair,,Cat,98102
Red,2016-10-28T00:00:00.000,,Domestic Shorthair,,Cat,98116
Rosie,2016-10-28T00:00:00.000,,"Retriever, Golden",,Dog,98103
Kiddy,2016-10-28T00:00:00.000,,Domestic Shorthair,,Cat,98125
Beauly,2016-10-28T00:00:00.000,,"Terrier, Scottish",,Dog,98144
Tino (Bubba) Ditore,2016-10-28T00:00:00.000,,Pomeranian,Lhasa Apso,Dog,98199
Rocket,2016-10-28T00:00:00.000,,"Retriever, Labrador",,Dog,98102
Alley,2016-10-28T00:00:00.000,,Ragdoll,,Cat,98109
Evelyn,2016-10-28T00:00:00.000,,Domestic Shorthair,,Cat,98122
Whinnie,2016-10-28T00:00:00.000,,"Terrier, Rat",,Dog,98118
Dennis,2016-10-28T00:00:00.000,,"Vizsla, Smooth Haired",,Dog,98109
Desmond,2016-10-28T00:00:00.000,,"Vizsla, Smooth Haired",,Dog,98109
Rialto,2016-10-28T00:00:00.000,,Australian Cattle Dog,Mix,Dog,98101
Charly,2016-10-28T00:00:00.000,,"Poodle, Miniature","Retriever, Golden",Dog,98146
Oreo Cookie,2016-10-28T00:00:00.000,,Domestic Medium Hair,,Cat,98103
Bj,2016-10-28T00:00:00.000,,American Shorthair,,Cat,98125
Otis,2016-10-28T00:00:00.000,,American Shorthair,,Cat,98125
Shadow,2016-10-28T00:00:00.000,,German Shepherd,"Welsh Corgi, Pembroke",Dog,98103
Spitfire,2016-10-29T00:00:00.000,,Domestic Shorthair,Mix,Cat,98108
Henry,2016-10-26T00:00:00.000,,"Terrier, Rat",Mix,Dog,98199
Onyx,2016-10-26T00:00:00.000,,Domestic Shorthair,Mix,Cat,98118
Mythril,2016-10-26T00:00:00.000,,Domestic Shorthair,Mix,Cat,98118
Zackery Binks,2016-10-27T00:00:00.000,,Domestic Longhair,Mix,Cat,98199
Cha,2016-10-27T00:00:00.000,,Siamese,Mix,Cat,98125
Stella,2016-10-29T00:00:00.000,,Shepherd,Mix,Dog,98107
Leeloo,2016-10-27T00:00:00.000,,Domestic Shorthair,Mix,Cat,98121
Shi Shi,2016-10-27T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98109
Bambi,2016-10-27T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98108
Sylvester,2016-10-27T00:00:00.000,,Domestic Shorthair,Mix,Cat,98108
Kimo,2016-11-02T00:00:00.000,,Australian Shepherd,Mix,Dog,98107
Thora,2016-10-30T00:00:00.000,,"Chihuahua, Short Coat","Terrier, Jack Russell",Dog,98107
Zoro,2016-11-01T00:00:00.000,,Domestic Shorthair,Mix,Cat,98119
Nala,2016-11-12T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98118
Blue (AKA Missy),2016-11-01T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98119
Mocha Latte,2016-11-01T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98119
LeBron,2016-10-31T00:00:00.000,,Domestic Shorthair,Mix,Cat,98177
Leid,2016-10-31T00:00:00.000,,Domestic Longhair,Mix,Cat,98116
Jinxy,2016-10-31T00:00:00.000,,Himalayan,Ragdoll,Cat,98122
Shadow,2016-10-31T00:00:00.000,,Domestic Shorthair,,Cat,98108
Zues,2016-10-31T00:00:00.000,,"Terrier, Bull",,Dog,98144
Tid Bit,2016-10-31T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98144
Bilbo Baggins,2016-10-31T00:00:00.000,,Mix,,Cat,98103
Mr. Darcy,2016-10-31T00:00:00.000,,Shetland Sheepdog,,Dog,98109
Babushka,2016-10-31T00:00:00.000,,Mix,,Cat,98107
Stella,2016-10-31T00:00:00.000,,Australian Shepherd,Border Collie,Dog,98115
Lemon,2016-10-31T00:00:00.000,,Terrier,Spaniel,Dog,98117
Isis,2016-10-31T00:00:00.000,,Boxer,Mix,Dog,98119
Tiana,2016-10-31T00:00:00.000,,"Bulldog, French",,Dog,98105
Vlad the Impaler,2016-10-31T00:00:00.000,,Pekingese,"Poodle, Miniature",Dog,98109
Lily,2016-10-31T00:00:00.000,,American Shorthair,,Cat,98118
Mortimer,2016-10-31T00:00:00.000,,American Shorthair,,Cat,98118
Rome,2016-10-31T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98125
Chester,2016-10-31T00:00:00.000,,"Poodle, Standard","Retriever, Golden",Dog,98112
Friday,2016-10-31T00:00:00.000,,Domestic Shorthair,,Cat,98104
Scout,2016-10-31T00:00:00.000,,"Retriever, Labrador",,Dog,98115
Cookie,2016-10-31T00:00:00.000,,American Shorthair,,Cat,98103
Suess,2016-10-31T00:00:00.000,,American Shorthair,,Cat,98103
Blue,2016-11-01T00:00:00.000,,Siamese,Mix,Cat,98126
Twigs,2016-11-01T00:00:00.000,,Domestic Shorthair,Mix,Cat,98122
Mouse,2016-11-01T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Downey,2016-11-01T00:00:00.000,,Domestic Shorthair,Mix,Cat,98122
Kitz,2016-11-01T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Elsa,2016-11-05T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Monster,2016-11-05T00:00:00.000,,Domestic Shorthair,Mix,Cat,98144
Radin,2016-11-04T00:00:00.000,,Domestic Shorthair,Mix,Cat,98141
Siri,2016-11-12T00:00:00.000,,"Terrier, Pit Bull",Mix,Dog,98119
Mac,2016-11-01T00:00:00.000,,Domestic Shorthair,Mix,Cat,98103
Zoe,2016-11-08T00:00:00.000,,Domestic Shorthair,Mix,Cat,98133
Savannah,2016-10-27T00:00:00.000,,"Terrier, American Pit Bull",Mix,Dog,98121
Jasmine,2016-10-27T00:00:00.000,,Domestic Shorthair,Mix,Cat,98107
Luna,2016-10-27T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98178
Hazel,2016-10-27T00:00:00.000,,"Terrier, American Pit Bull",Mix,Dog,
Angel,2016-10-27T00:00:00.000,,"Terrier, American Pit Bull",Mix,Dog,98104
Lizzie,2016-11-01T00:00:00.000,,"Retriever, Golden","Setter, Irish",Dog,98199
Daisy,2016-11-01T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98199
Tux,2016-11-02T00:00:00.000,,"Terrier, American Pit Bull",Mix,Dog,98144
Torbjörnen,2016-11-01T00:00:00.000,,"Poodle, Standard",,Dog,98107
Buddy,2016-11-01T00:00:00.000,,Havanese,"Poodle, Standard",Dog,98116
Leo,2016-11-01T00:00:00.000,,"Retriever, Labrador",,Dog,98118
Morty,2016-11-01T00:00:00.000,,"Bulldog, French","Terrier, Boston",Dog,98115
Paddington Bear,2016-11-01T00:00:00.000,,Pomeranian,,Dog,98102
Rojo,2016-11-01T00:00:00.000,,"Terrier, Boston",,Dog,98178
Jules,2016-11-01T00:00:00.000,,"Terrier, American Staffordshire",,Dog,98103
Buster,2016-11-01T00:00:00.000,,Boxer,"Dachshund, Standard Smooth Haired",Dog,98103
Dandelion,2016-11-01T00:00:00.000,,Mix,,Dog,98102
Gemmi,2016-11-01T00:00:00.000,,Bernese Mountain Dog,,Dog,98125
Dribbles,2016-11-01T00:00:00.000,,Catahoula Leopard dog,Mastiff,Dog,98177
Raven,2016-11-01T00:00:00.000,,Mix,,Dog,98108
Cadiz,2016-11-01T00:00:00.000,,Spaniel,Mix,Dog,98136
Cali,2016-11-01T00:00:00.000,,Australian Shepherd,,Dog,98146
Hobbes,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98133
Totoro,2016-11-01T00:00:00.000,,Ragdoll,,Cat,98115
Clove,2016-11-01T00:00:00.000,,Mix,,Cat,98103
Nutmeg,2016-11-01T00:00:00.000,,Mix,,Cat,98103
Lincoln,2016-11-01T00:00:00.000,,"Vizsla, Smooth Haired",,Dog,98199
Jinx,2016-11-01T00:00:00.000,,Domestic Shorthair,Exotic Shorthair,Cat,98117
Kodama,2016-11-01T00:00:00.000,,Siamese,Siamese,Cat,98109
Amarok,2016-11-01T00:00:00.000,,Retriever,,Dog,98109
Princess,2016-11-01T00:00:00.000,,Border Collie,"Retriever, Labrador",Dog,98103
Bubastis,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98107
Charlie,2016-11-01T00:00:00.000,,Domestic Medium Hair,Siamese,Cat,98122
Rosemary,2016-11-01T00:00:00.000,,Domestic Medium Hair,,Cat,98122
Charlie,2016-11-01T00:00:00.000,,"Poodle, Miniature","Terrier, Cairn",Dog,98115
Grace,2016-11-01T00:00:00.000,,"Vizsla, Smooth Haired",German Shepherd,Dog,98107
Moska,2016-11-01T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98117
Pip,2016-11-01T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98117
Batgirl Luna,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98117
Titus,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98117
Checci,2016-11-01T00:00:00.000,,American Shorthair,,Cat,98199
Luna,2016-11-01T00:00:00.000,,German Shepherd,"Terrier, Rat",Dog,98199
Barley,2016-11-01T00:00:00.000,,"Retriever, Labrador",,Dog,98103
Mia,2016-11-01T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98102
Milo,2016-11-01T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98102
Juliet,2016-11-01T00:00:00.000,,Maine Coon,,Cat,98125
Lucky,2016-11-01T00:00:00.000,,Shih Tzu,,Dog,98125
Dylan,2016-11-01T00:00:00.000,,"Terrier, Jack Russell","Chihuahua, Long Coat",Dog,98117
Houston,2016-11-01T00:00:00.000,,Chow Chow,Akita,Dog,98105
Maliumpkin,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98118
Merryweather,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98118
Pip,2016-11-01T00:00:00.000,,Basenji,"Welsh Corgi, Cardigan",Dog,98118
Bella,2016-11-01T00:00:00.000,,Mastiff,,Dog,98103
Astra,2016-11-01T00:00:00.000,,"Retriever, Golden",,Dog,98133
Zoe,2016-11-01T00:00:00.000,,"Chihuahua, Short Coat",Italian Greyhound,Dog,98118
Jasper,2016-11-01T00:00:00.000,,Australian Cattle Dog,"Australian Shepherd, Miniature",Dog,98118
Caesar,2016-11-01T00:00:00.000,,American Shorthair,,Cat,98103
Annapurna,2016-11-01T00:00:00.000,,"Spaniel, English Springer",,Dog,98122
Achates,2016-11-01T00:00:00.000,,Doberman Pinscher,,Dog,98125
Buddy,2016-11-01T00:00:00.000,,"Terrier, Boston",,Dog,98119
Lulu,2016-11-01T00:00:00.000,,"Terrier, Boston",,Dog,98119
Rizz,2016-11-01T00:00:00.000,,Australian Shepherd,Border Collie,Dog,98109
Bear,2016-11-01T00:00:00.000,,German Shepherd,,Dog,98125
Finley,2016-11-01T00:00:00.000,,"Retriever, Golden",Border Collie,Dog,98112
Sadie,2016-11-01T00:00:00.000,,"Retriever, Golden",,Dog,98117
Dudley Doright,2016-11-01T00:00:00.000,,"Retriever, Chesapeake Bay",Rhodesian Ridgeback,Dog,98116
Ollie,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98109
Ruby,2016-11-01T00:00:00.000,,Domestic Medium Hair,,Cat,98109
Rosie Stier,2016-11-01T00:00:00.000,,"Retriever, Flat-Coated",,Dog,98117
Hugh Mongous Fluffball,2016-11-01T00:00:00.000,,Domestic Longhair,,Cat,98117
Miz Ellen Ripley,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98117
Sophy,2016-11-01T00:00:00.000,,Domestic Longhair,,Cat,98107
Montana,2016-11-01T00:00:00.000,,Domestic Longhair,,Cat,98136
Batman,2016-11-01T00:00:00.000,,German Shepherd,Belgian Malinois,Dog,98121
Baxter,2016-11-01T00:00:00.000,,"Bulldog, French","Terrier, Boston",Dog,98126
Moo,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98109
Walter,2016-11-01T00:00:00.000,,"Bulldog, French","Terrier, Boston",Dog,98126
Anubis,2016-11-01T00:00:00.000,,"Poodle, Standard",,Dog,98112
Nephthys,2016-11-01T00:00:00.000,,"Poodle, Standard",,Dog,98112
Mallie,2016-11-01T00:00:00.000,,Domestic Medium Hair,,Cat,98119
Mr. Biggles Jr.,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98119
Timmy,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98119
Pony,2016-11-01T00:00:00.000,,"Poodle, Miniature",,Dog,98146
Harvey,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98117
Nubbie,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98117
Virginia,2016-11-01T00:00:00.000,,Domestic Shorthair,,Cat,98101
Glinda,2016-11-01T00:00:00.000,,"Retriever, Labrador",,Dog,98139
Frøja,2016-11-01T00:00:00.000,,"Poodle, Standard",,Dog,98107
Healey,2016-11-01T00:00:00.000,,Domestic Medium Hair,,Cat,98115
Jensen,2016-11-01T00:00:00.000,,Domestic Medium Hair,,Cat,98115
Abby Olay,2016-11-01T00:00:00.000,,Alaskan Malamute,,Dog,98199
Matilda,2016-11-01T00:00:00.000,,"Terrier, Boston",,Dog,98116
Dude,2016-11-01T00:00:00.000,,"Terrier, Yorkshire",Shih Tzu,Dog,98103
Kudo,2016-11-01T00:00:00.000,,Siberian,,Cat,98115
Clara,2016-11-02T00:00:00.000,,Domestic Shorthair,Mix,Cat,98199
Zola,2016-10-15T00:00:00.000,,"Terrier, Bull",Mix,Dog,98103
Sassafras,2016-11-12T00:00:00.000,,Domestic Shorthair,Mix,Cat,98109
Xy,2016-11-02T00:00:00.000,,Birman,,Cat,98178
Klaus,2016-11-02T00:00:00.000,,Domestic Longhair,Mix,Cat,98107
Theo,2016-11-02T00:00:00.000,,Domestic Shorthair,Mix,Cat,98107
Aki,2016-11-02T00:00:00.000,,"Welsh Corgi, Pembroke",Mix,Dog,98108
Merlin,2016-11-02T00:00:00.000,,"Poodle, Miniature","Terrier, Yorkshire",Dog,98119
Lyra,2016-11-02T00:00:00.000,,Italian Greyhound,Mix,Dog,98103
Zoey,2016-09-09T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98122
Frodo,2016-11-02T00:00:00.000,,Domestic Longhair,Mix,Cat,98107
Everest,2016-10-04T00:00:00.000,,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,Dog,98144
Cali,2016-11-02T00:00:00.000,,American Shorthair,,Cat,98116
Burkie,2016-11-02T00:00:00.000,,"Chihuahua, Short Coat","Dachshund, Miniature Wire Haired",Dog,98115
Coby,2016-11-02T00:00:00.000,,Beagle,,Dog,98144
Monty,2016-11-02T00:00:00.000,,Shih Tzu,Maltese,Dog,98103
Emily,2016-11-02T00:00:00.000,,"Terrier, Yorkshire",Maltese,Dog,98144
Bella,2016-11-02T00:00:00.000,,"Retriever, Chesapeake Bay",,Dog,98133
Dogi,2016-11-02T00:00:00.000,,"Retriever, Chesapeake Bay",,Dog,98133
Midnight,2016-11-02T00:00:00.000,,"Retriever, Labrador","Terrier, American Staffordshire",Dog,98112
Guido,2016-11-02T00:00:00.000,,Bichon Frise,Maltese,Dog,98112
Brewster,2016-11-02T00:00:00.000,,"Bulldog, French",,Dog,98117
Nugget,2016-11-02T00:00:00.000,,Shih Tzu,,Dog,98109
Jaxson,2016-11-02T00:00:00.000,,Maltese,,Dog,98125
Dani,2016-11-02T00:00:00.000,,Greyhound,,Dog,98109
Remi,2016-11-02T00:00:00.000,,"Terrier, Yorkshire","Dachshund, Miniature Smooth Haired",Dog,98178
Finn,2016-11-02T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98125
Peewee,2016-11-02T00:00:00.000,,"Chihuahua, Long Coat",,Dog,98125
Blacky,2016-11-02T00:00:00.000,,"Retriever, Labrador",,Dog,98125
Luna,2016-11-02T00:00:00.000,,Persian,,Cat,98102
Scout,2016-11-02T00:00:00.000,,"Australian Shepherd, Miniature",,Dog,98136
Mickey,2016-11-02T00:00:00.000,,Havanese,,Dog,98118
Mimi,2016-11-02T00:00:00.000,,Havanese,,Dog,98118
Guiness,2016-11-02T00:00:00.000,,Abyssinian,,Cat,98125
Jasmine,2016-11-02T00:00:00.000,,American Shorthair,,Cat,98109
Jasper,2016-11-02T00:00:00.000,,American Shorthair,,Cat,98109
Margarito,2016-11-02T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98121
Zara,2016-11-02T00:00:00.000,,Mix,,Dog,98125
Fabio,2016-11-02T00:00:00.000,,Mix,Terrier,Dog,98108
Frankie,2016-11-02T00:00:00.000,,Boxer,"Terrier, American Pit Bull",Dog,98133
Scout,2016-11-02T00:00:00.000,,"Retriever, Labrador",,Dog,98115
Shadow,2016-11-02T00:00:00.000,,German Shepherd,,Dog,98119
Casper,2016-11-02T00:00:00.000,,"Poodle, Miniature",,Dog,98144
Bubba,2016-11-02T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98109
Winnie,2016-11-02T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98109
Stella,2016-11-02T00:00:00.000,,"Bulldog, English","Bulldog, French",Dog,98103
Topaz,2016-11-02T00:00:00.000,,Shepherd,Papillon,Dog,98103
Joey,2016-11-02T00:00:00.000,,"Dachshund, Standard Smooth Haired",,Dog,98125
Bella,2016-11-02T00:00:00.000,,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98126
Cache,2016-11-02T00:00:00.000,,"Retriever, Labrador",,Dog,98119
Goldie,2016-11-02T00:00:00.000,,"Retriever, Labrador","Collie, Smooth",Dog,98119
Lady Autumn,2016-11-02T00:00:00.000,,"Spaniel, Cavalier King Charles","Spaniel, English Cocker",Dog,98136
Rose,2016-11-03T00:00:00.000,,Domestic Shorthair,Mix,Cat,98118
Xena,2016-11-03T00:00:00.000,,Domestic Longhair,Mix,Cat,98118
Russell,2016-11-03T00:00:00.000,,Doberman Pinscher,Mix,Dog,98118
Sheba,2016-11-03T00:00:00.000,,Domestic Shorthair,Mix,Cat,98177
Oso,2016-11-04T00:00:00.000,,"Retriever, Labrador","Terrier, American Staffordshire",Dog,98199
Bro,2016-11-03T00:00:00.000,,Domestic Shorthair,Mix,Cat,
Hillie,2016-11-12T00:00:00.000,,Domestic Shorthair,Mix,Cat,98109
Nala,2016-11-03T00:00:00.000,,"Retriever, Golden",,Dog,98117
Gracie,2016-11-03T00:00:00.000,,"Griffon, Brussels",,Dog,98115
Bolt,2016-11-03T00:00:00.000,,"Spaniel, Cavalier King Charles","Spaniel, English Cocker",Dog,98144
Cleo,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98199
Eva,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98199
Gracie,2016-11-03T00:00:00.000,,Domestic Medium Hair,,Cat,98199
Hanzee,2016-11-03T00:00:00.000,,Rottweiler,"Retriever, Labrador",Dog,98106
Ivy,2016-11-03T00:00:00.000,,Border Collie,Mix,Dog,98144
Sage,2016-11-03T00:00:00.000,,Siberian Husky,German Shepherd,Dog,98144
Buddy,2016-11-03T00:00:00.000,,"Poodle, Standard",Mix,Dog,98102
Chloe,2016-11-03T00:00:00.000,,"Terrier, Boston",,Dog,98125
Jessie,2016-11-03T00:00:00.000,,"Retriever, Golden",,Dog,98103
Racer,2016-11-03T00:00:00.000,,"Retriever, Golden",,Dog,98103
Ruby,2016-11-03T00:00:00.000,,Mix,,Dog,98105
Lily,2016-11-03T00:00:00.000,,Abyssinian,American Shorthair,Cat,98126
Violet,2016-11-03T00:00:00.000,,American Shorthair,,Cat,98126
Miss Molly,2016-11-03T00:00:00.000,,"Chihuahua, Short Coat","Terrier, Jack Russell",Dog,98112
Georgie,2016-11-03T00:00:00.000,,Russian Blue,,Cat,98106
Dixie Deunay,2016-11-03T00:00:00.000,,American Shorthair,,Cat,98103
Emma,2016-11-03T00:00:00.000,,"Chihuahua, Long Coat","Dachshund, Standard Long Haired",Dog,98109
Coco,2016-11-03T00:00:00.000,,"Dachshund, Miniature Long Haired",,Dog,98121
